"decimalLongitude","decimalLatitude","species"
3576263.33727315,3490258.27346247,"Campanula latifolia"
3639096.23697843,3514233.80847908,"Campanula latifolia"
3645342.2126893,3515213.26814477,"Campanula latifolia"
3559128.08826733,3541054.76177718,"Campanula latifolia"
3514544.93708433,3496554.39354066,"Campanula latifolia"
3567902.9425786,3536377.68980635,"Campanula latifolia"
3536988.51607287,3257880.8391464,"Campanula latifolia"
3564418.57778465,3506983.63737591,"Campanula latifolia"
3546629.78933243,3554183.73975224,"Campanula latifolia"
3583135.28200897,3483006.78493847,"Campanula latifolia"
3592264.0319738,3548537.20500465,"Campanula latifolia"
3610417.91228318,3488582.2651755,"Campanula latifolia"
3554446.70061655,3529036.31537538,"Campanula latifolia"
3549744.0040919,3513006.29564913,"Campanula latifolia"
3549305.58497496,3528447.89782588,"Campanula latifolia"
3566373.43960282,3479724.63761878,"Campanula latifolia"
3514493.95008369,3505203.06098298,"Campanula latifolia"
3603407.238181,3542596.29604752,"Campanula latifolia"
3567237.12665496,3553258.07059957,"Campanula latifolia"
3557939.01704381,3547149.25600042,"Campanula latifolia"
3534615.68053303,3507416.00985718,"Campanula latifolia"
3588678.92150225,3494777.01441305,"Campanula latifolia"
3501725.55525856,3492605.51544853,"Campanula latifolia"
3522175.43093725,3517636.18303586,"Campanula latifolia"
3629013.46017235,3538282.23574087,"Campanula latifolia"
3629688.05114346,3542232.31098409,"Campanula latifolia"
3515596.52246528,3514674.70573803,"Campanula latifolia"
3561932.23343315,3524220.89785392,"Campanula latifolia"
3591252.41966854,3542610.71307157,"Campanula latifolia"
3596099.05478199,3523504.68106583,"Campanula latifolia"
3610665.51559,3549502.07253655,"Campanula latifolia"
3590801.68617201,3258261.68758084,"Campanula latifolia"
3610710.48413727,3490006.21455089,"Campanula latifolia"
3569091.60677169,3519866.84401363,"Campanula latifolia"
3493272.72724615,3221262.60182739,"Campanula latifolia"
3595717.90821603,3547701.6164598,"Campanula latifolia"
3593559.14068646,3544254.56161503,"Campanula latifolia"
3610199.68794285,3496238.98763273,"Campanula latifolia"
3591589.51436464,3544586.19040872,"Campanula latifolia"
3618341.91225196,3499441.24891565,"Campanula latifolia"
3506759.69464683,3522256.8526289,"Campanula latifolia"
3594576.69099437,3466859.33669047,"Campanula latifolia"
3627665.14006851,3530382.0626547,"Campanula latifolia"
3554862.25343221,3540095.14783026,"Campanula latifolia"
3562026.02390654,3480962.77142873,"Campanula latifolia"
3574619.50507467,3530319.22917964,"Campanula latifolia"
3587703.1944236,3474110.34627139,"Campanula latifolia"
3596922.52785044,3480690.32724671,"Campanula latifolia"
3637278.20095819,3517536.86450016,"Campanula latifolia"
3543139.49254788,3524787.63976103,"Campanula latifolia"
3619502.01795593,3541917.06692372,"Campanula latifolia"
3509266.01299371,3489307.87273266,"Campanula latifolia"
3543322.99687645,3567444.55122685,"Campanula latifolia"
3604890.03362109,3503736.23997694,"Campanula latifolia"
3614604.93634375,3548838.25948876,"Campanula latifolia"
3547641.62617845,3560111.73509385,"Campanula latifolia"
3550075.89945041,3560848.72920036,"Campanula latifolia"
3530772.64088693,3532455.45427431,"Campanula latifolia"
3608157.43348752,3499122.46289712,"Campanula latifolia"
3543164.09036915,3530881.72456763,"Campanula latifolia"
3596484.01710812,3268690.75949316,"Campanula latifolia"
3510651.17314598,3509405.60540269,"Campanula latifolia"
3631604.60208933,3529718.24679284,"Campanula latifolia"
3522800.92507963,3509399.45468294,"Campanula latifolia"
3497056.76357102,3238619.79460605,"Campanula latifolia"
3582412.67644325,3487700.8272725,"Campanula latifolia"
3529670.30362331,3502147.80424023,"Campanula latifolia"
3499799.7548789,3231964.15278061,"Campanula latifolia"
3622328.73481744,3510961.8655478,"Campanula latifolia"
3529044.05190439,3510384.35757414,"Campanula latifolia"
3590385.73955076,3489917.54607324,"Campanula latifolia"
3574465.24392791,3494879.18306193,"Campanula latifolia"
3607009.40363111,3539957.45405405,"Campanula latifolia"
3592082.3844806,3259267.12522381,"Campanula latifolia"
3535817.5747301,3541263.84190573,"Campanula latifolia"
3568479.49829301,3536788.8749885,"Campanula latifolia"
3583896.51040802,3511331.30652757,"Campanula latifolia"
3566536.07982802,3543213.33056197,"Campanula latifolia"
3615172.88026509,3528422.25187474,"Campanula latifolia"
3503694.42161497,3492275.37300604,"Campanula latifolia"
3599805.17638065,3545235.02957569,"Campanula latifolia"
3593082.0310457,3540030.75627261,"Campanula latifolia"
3515764.87567209,3536500.95160173,"Campanula latifolia"
3521710.65537248,3500891.80165741,"Campanula latifolia"
3600038.29324459,3522841.77074945,"Campanula latifolia"
3601100.42062207,3540952.5535703,"Campanula latifolia"
3543745.32703277,3239127.71006223,"Campanula latifolia"
3536514.21279484,3494443.20297845,"Campanula latifolia"
3548062.6212644,3523960.3279278,"Campanula latifolia"
3547935.89244732,3478195.55613568,"Campanula latifolia"
3549317.48982119,3549158.21939482,"Campanula latifolia"
3614449.79543189,3512288.01924462,"Campanula latifolia"
3598889.47331068,3508657.36288104,"Campanula latifolia"
3608879.44317299,3513784.23740982,"Campanula latifolia"
3596271.38104903,3268660.16763282,"Campanula latifolia"
3502175.69259336,3565227.95307117,"Campanula latifolia"
3493673.57052206,3732332.81492537,"Campanula latifolia"
3490001.45762775,3518969.48660072,"Campanula latifolia"
3494610.79190058,3522262.51956384,"Campanula latifolia"
3505777.27294687,3543260.6036801,"Campanula latifolia"
3505266.29121,3562035.35164505,"Campanula latifolia"
3487265.91680975,3511803.89816568,"Campanula latifolia"
3627318.75039343,3517167.30187685,"Campanula latifolia"
3495994.6340015,3619919.76317812,"Campanula latifolia"
3481667.2596542,3337384.82799466,"Campanula latifolia"
4091750.44395368,4272085.2710592,"Campanula latifolia"
4717149.66948664,3712446.59527243,"Campanula latifolia"
4673922.16625581,4172925.68175245,"Campanula latifolia"
4665311.91284517,4180089.92823786,"Campanula latifolia"
4671978.52891845,4177471.30563258,"Campanula latifolia"
4191828.84860138,4268139.01499042,"Campanula latifolia"
4734984.66071284,4020660.72027437,"Campanula latifolia"
4420554.87711169,3909366.32949446,"Campanula latifolia"
4639970.00287672,3939510.78388259,"Campanula latifolia"
4703632.475904,4204882.07320492,"Campanula latifolia"
4703117.87405509,4187624.0203389,"Campanula latifolia"
4418246.09740175,3927965.01046532,"Campanula latifolia"
4703553.66669731,4189560.93583527,"Campanula latifolia"
4790676.16740359,4134297.95996266,"Campanula latifolia"
4405771.66552025,3929908.36352297,"Campanula latifolia"
4720326.17579185,4202630.34678821,"Campanula latifolia"
4433585.52211543,3915868.07700583,"Campanula latifolia"
4411954.19817172,3961290.56468814,"Campanula latifolia"
4067816.98150071,2672762.27077584,"Campanula latifolia"
4116848.25349809,2710452.49393937,"Campanula latifolia"
3763718.24428836,2421755.13924579,"Campanula latifolia"
4091548.17029463,2763258.28739909,"Campanula latifolia"
4000089.57094175,2397927.12670442,"Campanula latifolia"
3738186.00513636,2484875.42792041,"Campanula latifolia"
3752848.96108769,2480841.18970008,"Campanula latifolia"
4011153.73171343,2630694.71752518,"Campanula latifolia"
4016299.45512761,2657391.75191324,"Campanula latifolia"
3753337.50701721,2475197.35146652,"Campanula latifolia"
3663585.61250423,2218068.35505653,"Campanula latifolia"
3662481.51230823,2218892.33914162,"Campanula latifolia"
3754218.87544494,2460913.27331023,"Campanula latifolia"
4042623.61285102,2632401.48110292,"Campanula latifolia"
3772975.08570419,2495171.29660131,"Campanula latifolia"
3762694.25412244,2518116.57431475,"Campanula latifolia"
3638407.39804023,3397966.75575759,"Campanula latifolia"
4390534.993169,4409520.18719621,"Campanula latifolia"
4484224.18733328,4782971.63825219,"Campanula latifolia"
4333754.84159445,4432302.24055598,"Campanula latifolia"
4321524.81340428,4058971.37844749,"Campanula latifolia"
4487374.08957107,4826905.97738382,"Campanula latifolia"
3445400.5153601,3389698.9678567,"Campanula latifolia"
3458962.35740418,3339849.62241236,"Campanula latifolia"
3472539.9480852,3379570.95553072,"Campanula latifolia"
3444260.97704329,3343631.18617515,"Campanula latifolia"
3452451.49118946,3332097.44369842,"Campanula latifolia"
3464019.38615153,3331691.12431881,"Campanula latifolia"
3476342.90430413,3344881.25962865,"Campanula latifolia"
3483982.80601695,3351228.87188254,"Campanula latifolia"
3449749.78885162,3337123.24177044,"Campanula latifolia"
3473863.683252,3330047.65368221,"Campanula latifolia"
3481938.93322608,3350807.9580519,"Campanula latifolia"
3483320.9209602,3347273.48486927,"Campanula latifolia"
3449397.01170507,3337131.35444986,"Campanula latifolia"
3480375.94988313,3353864.48693996,"Campanula latifolia"
3461966.73412813,3385913.0794243,"Campanula latifolia"
3482328.57120934,3341340.36673219,"Campanula latifolia"
3439678.57463621,3352529.65715583,"Campanula latifolia"
3487574.30775914,3336398.36029368,"Campanula latifolia"
3480603.84862133,3340103.63631681,"Campanula latifolia"
3445631.42879505,3329728.69389616,"Campanula latifolia"
3459754.91446968,3387807.84542888,"Campanula latifolia"
3443420.71961631,3383929.7516337,"Campanula latifolia"
3445975.55403461,3390111.17994298,"Campanula latifolia"
3491876.82772009,3362107.70246808,"Campanula latifolia"
3481351.99448651,3347602.34663941,"Campanula latifolia"
3453845.40941804,3331356.45262854,"Campanula latifolia"
3470122.19459104,3356085.75154745,"Campanula latifolia"
3457366.83063146,3325177.51188042,"Campanula latifolia"
3440954.77116076,3381291.88180235,"Campanula latifolia"
3441026.06045766,3378489.09577246,"Campanula latifolia"
3464608.66966425,3344299.66609266,"Campanula latifolia"
3451804.62357552,3340338.3279554,"Campanula latifolia"
3461073.19308904,3338282.33752201,"Campanula latifolia"
3474438.53494677,3330459.91330491,"Campanula latifolia"
3464390.79032662,3364159.28316298,"Campanula latifolia"
3463162.05397414,3360145.7860741,"Campanula latifolia"
3462344.06061272,3367042.71954628,"Campanula latifolia"
3475366.66099832,3351143.48529138,"Campanula latifolia"
3490220.88154367,3352219.7028196,"Campanula latifolia"
3500822.47024406,3721828.49887567,"Campanula latifolia"
4253349.33924569,4022269.50732835,"Campanula latifolia"
5211792.9068931,3878067.20694312,"Campanula latifolia"
5225471.5719857,3892892.9346591,"Campanula latifolia"
3193449.74386908,3587385.1907602,"Campanula latifolia"
3189243.81244231,3624440.24586875,"Campanula latifolia"
3178677.14017409,3634667.76256404,"Campanula latifolia"
3189285.93697057,3608099.09916714,"Campanula latifolia"
3204727.16181733,3588849.98427663,"Campanula latifolia"
3188572.82235127,3609318.69542595,"Campanula latifolia"
3204339.04869264,3616007.10376793,"Campanula latifolia"
3199894.69089135,3605379.70685805,"Campanula latifolia"
3194610.55823131,3608807.76081804,"Campanula latifolia"
3171635.9530708,3607437.8097565,"Campanula latifolia"
4419858.45267321,3932437.72188212,"Campanula latifolia"
4446905.97416515,3879677.22086095,"Campanula latifolia"
4474466.09425884,4482502.8543557,"Campanula latifolia"
4414048.49585064,3895475.83601824,"Campanula latifolia"
4432796.79266516,3873918.99716814,"Campanula latifolia"
4441705.04607132,3867019.09408891,"Campanula latifolia"
4410908.26867051,3890773.43822115,"Campanula latifolia"
4433559.2470179,3901254.74597428,"Campanula latifolia"
4404335.65591343,3923167.15052086,"Campanula latifolia"
4413353.75355841,3915173.61081442,"Campanula latifolia"
4431032.59987323,3880420.25126091,"Campanula latifolia"
4405232.16189012,3949715.3928468,"Campanula latifolia"
4429156.52145754,3885189.11180814,"Campanula latifolia"
4444364.39155492,3909229.47655139,"Campanula latifolia"
4430713.78461486,3899301.59130967,"Campanula latifolia"
4673416.66000758,3913203.19179669,"Campanula latifolia"
4426992.72747485,3905656.18118356,"Campanula latifolia"
4423016.39961989,3944821.59919658,"Campanula latifolia"
4421950.7976504,3915193.04005856,"Campanula latifolia"
4441631.82115364,3873492.80058333,"Campanula latifolia"
4441367.12403433,3866509.8959035,"Campanula latifolia"
4396792.61209541,3926608.01195937,"Campanula latifolia"
4436556.40737144,3855962.75159793,"Campanula latifolia"
4431687.70047926,3876309.71944857,"Campanula latifolia"
4411424.72567166,3906338.60278233,"Campanula latifolia"
4394286.94897909,3958210.46935085,"Campanula latifolia"
4536981.6170321,3951147.80497355,"Campanula latifolia"
4433739.13639802,3883052.73815533,"Campanula latifolia"
4406358.61886629,3921727.60536224,"Campanula latifolia"
4426271.57769814,3875050.06441003,"Campanula latifolia"
4426197.36266683,3871478.07071701,"Campanula latifolia"
4514969.86210196,3860110.06174726,"Campanula latifolia"
4444960.72797056,3898103.15449986,"Campanula latifolia"
4402732.03816264,3918595.33446531,"Campanula latifolia"
4407659.27327944,3942222.64497513,"Campanula latifolia"
4399191.61659466,3923760.57541525,"Campanula latifolia"
4447352.03698113,3883250.05339129,"Campanula latifolia"
4411754.87423445,3920424.28483145,"Campanula latifolia"
4439043.59078953,3909069.61759883,"Campanula latifolia"
4447842.21629882,3906868.7916874,"Campanula latifolia"
4352089.89040585,4102209.89870113,"Campanula latifolia"
4420688.3769482,4663956.7547198,"Campanula latifolia"
4351419.10709951,4481576.58723485,"Campanula latifolia"
4464267.61623272,2600749.75156478,"Campanula latifolia"
3565704.57262859,3331478.48608135,"Campanula latifolia"
4336389.58498574,4436790.98975053,"Campanula latifolia"
4337216.55513696,4224274.74134375,"Campanula latifolia"
4384015.12011935,4450526.70219218,"Campanula latifolia"
4384760.75082172,4449080.65262344,"Campanula latifolia"
3590237.58452779,3334181.23574369,"Campanula latifolia"
3593612.76688061,3328847.59684564,"Campanula latifolia"
3595713.62141656,3362528.65761102,"Campanula latifolia"
3594605.17815083,3334776.9355848,"Campanula latifolia"
3580154.50602934,3333128.16090283,"Campanula latifolia"
3564081.56310978,3345974.63118702,"Campanula latifolia"
3557527.96771381,3355198.9549452,"Campanula latifolia"
3570984.36651584,3350916.96742969,"Campanula latifolia"
3593002.52054044,3361458.38228639,"Campanula latifolia"
3598875.86007293,3336094.81967266,"Campanula latifolia"
3571298.31350362,3340704.123781,"Campanula latifolia"
3556884.41571634,3363435.70525827,"Campanula latifolia"
3547993.39100686,3346631.29228221,"Campanula latifolia"
3565720.20181225,3343668.5124,"Campanula latifolia"
3586725.70337635,3336093.84772926,"Campanula latifolia"
3586394.85509638,3334117.30731089,"Campanula latifolia"
3548010.00311381,3352471.55658697,"Campanula latifolia"
3592339.26992293,3357505.66191985,"Campanula latifolia"
4323963.57448761,4009582.9770351,"Campanula latifolia"
4976796.8550628,2911164.58203962,"Campanula latifolia"
4088801.23118958,2665775.79240478,"Campanula latifolia"
4315530.97969612,4012855.00009655,"Campanula latifolia"
4262403.97696114,4392925.8677968,"Campanula latifolia"
4179658.047984,4349793.5944567,"Campanula latifolia"
5449061.24775682,2867406.0266676,"Campanula latifolia"
4277398.24711937,4385895.83251071,"Campanula latifolia"
4187826.63006183,4348989.09730771,"Campanula latifolia"
4415889.21128375,3910472.8258717,"Campanula latifolia"
5329858.04050493,4155860.38014866,"Campanula latifolia"
5196590.37777947,3974044.77942827,"Campanula latifolia"
5320311.79138891,3966465.46915248,"Campanula latifolia"
5280360.2437648,4120356.87551697,"Campanula latifolia"
5070481.89501846,3978839.8468073,"Campanula latifolia"
5203699.38472612,4113884.46921848,"Campanula latifolia"
5276783.36014038,4018141.98904878,"Campanula latifolia"
5279956.49135354,4031433.85629172,"Campanula latifolia"
5299541.94665883,4159640.84995962,"Campanula latifolia"
5302280.09664378,3983874.28288385,"Campanula latifolia"
5199091.02537311,3996203.59023616,"Campanula latifolia"
5331234.47234704,3998724.654344,"Campanula latifolia"
5279788.84350432,3987566.01312922,"Campanula latifolia"
5283078.71495699,4054965.34075014,"Campanula latifolia"
5291418.6119896,3996628.9334936,"Campanula latifolia"
5306355.26812571,3977228.76297547,"Campanula latifolia"
5265206.83474752,4001914.75836903,"Campanula latifolia"
5286189.12789968,4106756.36598997,"Campanula latifolia"
5226481.72630394,4016030.88870386,"Campanula latifolia"
5180710.66345482,3967154.36789865,"Campanula latifolia"
5267935.92837382,3968184.15083331,"Campanula latifolia"
5224449.11746353,3981271.66756057,"Campanula latifolia"
5219469.5921435,4003038.12115571,"Campanula latifolia"
5274933.61859586,3981270.29488384,"Campanula latifolia"
5322778.17054414,3992718.0234269,"Campanula latifolia"
5205261.73278426,3977086.9745751,"Campanula latifolia"
5214858.2968844,3979168.02488546,"Campanula latifolia"
5176509.53351519,4016602.93200437,"Campanula latifolia"
5202826.30416798,3987980.75485697,"Campanula latifolia"
5197948.68951959,4009765.97245983,"Campanula latifolia"
5054554.8680625,3981474.74531872,"Campanula latifolia"
5229001.46058411,4005154.02223061,"Campanula latifolia"
5314517.1334928,4025206.68781411,"Campanula latifolia"
5181173.07289283,4040409.44215094,"Campanula latifolia"
5186010.83644572,4018618.97430414,"Campanula latifolia"
5188166.53406545,4053326.80060215,"Campanula latifolia"
5300698.10145034,4079336.30915587,"Campanula latifolia"
5265946.52748783,4059465.56201046,"Campanula latifolia"
5256550.86065281,4057259.31675942,"Campanula latifolia"
5235651.21377522,4023605.89987736,"Campanula latifolia"
5088607.05035403,4010410.29573336,"Campanula latifolia"
5159903.19568082,4047323.50361454,"Campanula latifolia"
5033363.47870953,3989054.63180551,"Campanula latifolia"
5288744.39485672,4007475.30923174,"Campanula latifolia"
5255282.33381218,4102846.49575649,"Campanula latifolia"
5119879.64889573,4050552.84058446,"Campanula latifolia"
5276565.0079162,4096448.15891791,"Campanula latifolia"
5314427.61351874,3944696.11501072,"Campanula latifolia"
5188426.35427609,4007722.53651275,"Campanula latifolia"
5304752.94137814,3942384.48849573,"Campanula latifolia"
5343412.71768891,3951767.53560644,"Campanula latifolia"
5264443.67682404,4024697.74175833,"Campanula latifolia"
5302091.0206388,3953235.03264109,"Campanula latifolia"
5310244.99211419,4039712.41692511,"Campanula latifolia"
5166819.4091458,3968988.89938515,"Campanula latifolia"
5188707.27714427,3974100.69764887,"Campanula latifolia"
5117817.00731619,4107014.14327243,"Campanula latifolia"
5283536.48457931,3984749.75319974,"Campanula latifolia"
5281869.74890844,3994367.40546204,"Campanula latifolia"
5194434.6607075,4111820.74604472,"Campanula latifolia"
5184365.87327102,3992472.36425562,"Campanula latifolia"
5049634.08879493,4059884.65935236,"Campanula latifolia"
5300277.32219171,4078170.77554969,"Campanula latifolia"
5141033.82580581,4043432.48974292,"Campanula latifolia"
5279285.61807664,4085614.57293634,"Campanula latifolia"
5303466.96258068,4068512.24143164,"Campanula latifolia"
5306233.29827134,4057687.2365855,"Campanula latifolia"
5229596.02841982,4060065.52867243,"Campanula latifolia"
5311547.11180125,4151155.29933942,"Campanula latifolia"
5235981.09395263,4018164.00815733,"Campanula latifolia"
5299573.58330005,4044555.05535789,"Campanula latifolia"
5241928.55523574,4076789.45121437,"Campanula latifolia"
5177215.84342289,4040849.14449064,"Campanula latifolia"
5209931.99681499,4000944.70478107,"Campanula latifolia"
5218103.12509027,3973916.37807928,"Campanula latifolia"
5185307.93210861,3985967.53437618,"Campanula latifolia"
5277550.05383068,3970411.3468078,"Campanula latifolia"
5217318.03008626,3968278.51313468,"Campanula latifolia"
5279233.8525996,4112443.48154081,"Campanula latifolia"
5238161.74460676,4082051.52888775,"Campanula latifolia"
5307770.31860099,4012054.74402075,"Campanula latifolia"
5254119.87702786,3992901.35284784,"Campanula latifolia"
5214414.70004321,4150647.33790494,"Campanula latifolia"
5094380.02734025,4079639.40997036,"Campanula latifolia"
5235159.06378941,4063776.36805871,"Campanula latifolia"
5185164.26493768,4109778.93411061,"Campanula latifolia"
5243348.00809048,4111510.73852714,"Campanula latifolia"
5301634.40598827,4114096.75100362,"Campanula latifolia"
5208778.30666499,4092145.32139934,"Campanula latifolia"
5223214.02380363,4072509.45340074,"Campanula latifolia"
5229471.91511929,4100151.21523385,"Campanula latifolia"
5169146.24035539,3958074.75276866,"Campanula latifolia"
5311758.3856498,4036034.45092957,"Campanula latifolia"
5157319.71418082,4103785.06808372,"Campanula latifolia"
5079080.21100384,4008623.01140845,"Campanula latifolia"
5140731.90065464,3997842.13478317,"Campanula latifolia"
5183261.96329806,4075102.25739443,"Campanula latifolia"
5105439.88952195,4024985.20373559,"Campanula latifolia"
5251046.50874536,4159229.73578403,"Campanula latifolia"
5241897.53943455,4157051.6099573,"Campanula latifolia"
5197576.46294772,4055372.32116999,"Campanula latifolia"
5190839.64615453,3996825.31196197,"Campanula latifolia"
5274040.77247174,4093885.68559389,"Campanula latifolia"
5227397.60356368,4096359.80972414,"Campanula latifolia"
5296836.32352217,4055386.68560565,"Campanula latifolia"
5042940.89745673,3990733.84739899,"Campanula latifolia"
5101022.02528405,4046849.18344411,"Campanula latifolia"
5282003.75293824,4074780.05222019,"Campanula latifolia"
5247149.14485666,4055075.27339805,"Campanula latifolia"
5256461.35603645,4137561.81848581,"Campanula latifolia"
5350268.3312504,3964992.84382965,"Campanula latifolia"
5260619.23226366,4081157.84567524,"Campanula latifolia"
5298260.47562702,4009753.7942117,"Campanula latifolia"
5117157.59695086,4015906.59857534,"Campanula latifolia"
5134017.76581522,4121705.8632306,"Campanula latifolia"
5313222.25307006,3990383.44105335,"Campanula latifolia"
5084040.44471026,4060188.27578881,"Campanula latifolia"
5252360.19137647,4033357.58370234,"Campanula latifolia"
5105973.65537758,4070541.5947467,"Campanula latifolia"
5250618.20068685,3998586.03667492,"Campanula latifolia"
5260158.83636575,4000774.61918406,"Campanula latifolia"
5258315.78128559,3965979.62448181,"Campanula latifolia"
5320027.02786579,4003548.46522376,"Campanula latifolia"
5197188.23629022,4042374.99573399,"Campanula latifolia"
5284032.00784803,4144260.53993753,"Campanula latifolia"
5202371.02923297,4042959.83678556,"Campanula latifolia"
5231518.92953879,3994276.35418308,"Campanula latifolia"
5265657.85179079,4139772.97829906,"Campanula latifolia"
5278022.60834152,4050852.02677036,"Campanula latifolia"
5253915.10119002,4068111.41170715,"Campanula latifolia"
5114924.91424695,4026835.12207488,"Campanula latifolia"
5131176.98195737,3995933.48923499,"Campanula latifolia"
5241071.52517637,3996419.94080293,"Campanula latifolia"
5037336.64158719,3967115.68586189,"Campanula latifolia"
5183593.09432223,4029514.61649816,"Campanula latifolia"
5112690.17722112,4037762.8922838,"Campanula latifolia"
5292436.47899673,3950951.653919,"Campanula latifolia"
5267261.55641814,4094214.38552863,"Campanula latifolia"
5143011.82831459,3986920.69917387,"Campanula latifolia"
5326484.76991834,4131906.78292671,"Campanula latifolia"
5185311.64183026,3963189.66815804,"Campanula latifolia"
5176438.32099533,3970979.49143538,"Campanula latifolia"
5224805.68162227,4107219.14829956,"Campanula latifolia"
5144809.67842511,3989374.27278818,"Campanula latifolia"
5331016.3574129,3960221.48204031,"Campanula latifolia"
5302308.33700757,4033722.51578142,"Campanula latifolia"
5295557.17510137,4020593.72376086,"Campanula latifolia"
5317272.73321154,4129553.10909606,"Campanula latifolia"
5336261.39672097,4019092.18572184,"Campanula latifolia"
5300961.23077046,3998912.97815472,"Campanula latifolia"
5302381.91050128,4148835.33704963,"Campanula latifolia"
5280706.73182766,4040009.16927713,"Campanula latifolia"
5162493.26242403,4130705.34488725,"Campanula latifolia"
5129300.69160661,4052437.98453741,"Campanula latifolia"
5129953.31559327,4115570.76271039,"Campanula latifolia"
5104605.04957587,4033261.52239093,"Campanula latifolia"
5307419.46358401,4064101.76595106,"Campanula latifolia"
5281245.52232214,4155077.79975105,"Campanula latifolia"
5347472.11911055,3975814.48591672,"Campanula latifolia"
5157532.34250685,4058226.64549769,"Campanula latifolia"
5264565.16322915,4105052.66314737,"Campanula latifolia"
5205168.65469585,4013281.29629304,"Campanula latifolia"
5278019.04470082,4009842.7556298,"Campanula latifolia"
5312451.42626744,4008746.14187836,"Campanula latifolia"
5252385.59642906,4082184.15693461,"Campanula latifolia"
5317273.34820655,4014378.02296538,"Campanula latifolia"
5286067.59838933,4018320.79486322,"Campanula latifolia"
5279222.02454606,4005219.2716655,"Campanula latifolia"
5328272.83724692,3971054.52300439,"Campanula latifolia"
5164532.34743539,4071097.95506211,"Campanula latifolia"
5255752.2953087,3976849.23805823,"Campanula latifolia"
5195659.48778491,3975028.52563825,"Campanula latifolia"
5018060.71743054,3963808.6365721,"Campanula latifolia"
5064149.8004367,3983203.2196112,"Campanula latifolia"
5221435.12664313,4037782.10518398,"Campanula latifolia"
5333452.25751389,4029909.34936479,"Campanula latifolia"
5305040.58274237,4022889.07572151,"Campanula latifolia"
5263284.12322404,4070312.16354167,"Campanula latifolia"
5269693.48422858,4002985.70507559,"Campanula latifolia"
5230881.286074,4039904.74559444,"Campanula latifolia"
5270134.91695329,4012005.77642279,"Campanula latifolia"
5244540.09830358,4065932.81872109,"Campanula latifolia"
5321381.28305026,3957870.02020361,"Campanula latifolia"
5222211.51752449,4118077.59964518,"Campanula latifolia"
5191337.97510539,3976420.41573255,"Campanula latifolia"
5183669.4515838,3983896.40653465,"Campanula latifolia"
5252610.16236364,4113689.40637484,"Campanula latifolia"
5347866.26291779,3953975.74194777,"Campanula latifolia"
5174082.70514048,3981888.07917621,"Campanula latifolia"
5270523.49440731,3957319.03508558,"Campanula latifolia"
5159293.70115993,4138425.3344046,"Campanula latifolia"
5318414.64300565,4049189.9117778,"Campanula latifolia"
5291354.29335898,4077047.18272056,"Campanula latifolia"
5267069.78874455,4013842.14952407,"Campanula latifolia"
5195098.5496974,4066255.35942966,"Campanula latifolia"
5272088.52567671,4152828.9772519,"Campanula latifolia"
5290396.7015005,4157348.43095949,"Campanula latifolia"
5203315.62884406,3994657.01455471,"Campanula latifolia"
5206666.65093848,3995817.89579632,"Campanula latifolia"
5033566.59286343,3932525.44326983,"Campanula latifolia"
5205242.08873303,4148556.00667694,"Campanula latifolia"
5186051.68217709,3972992.6991293,"Campanula latifolia"
5239314.68625341,4087645.20104047,"Campanula latifolia"
5167002.71715803,4014609.28631609,"Campanula latifolia"
5253186.43451444,3987718.04506631,"Campanula latifolia"
5182232.44567342,3989111.56673059,"Campanula latifolia"
5103231.97183943,4035917.5705631,"Campanula latifolia"
5308997.10660166,4046861.30346864,"Campanula latifolia"
5232742.51363737,4154895.15534472,"Campanula latifolia"
5155152.89455929,4023548.44608707,"Campanula latifolia"
5233432.36121533,4029034.79753579,"Campanula latifolia"
5218090.8358103,4094241.55646728,"Campanula latifolia"
5284719.41062373,4063944.60562483,"Campanula latifolia"
5209483.14229339,4046561.3347096,"Campanula latifolia"
5212895.01075199,4092906.64034979,"Campanula latifolia"
5247217.00654199,4056418.10091949,"Campanula latifolia"
5272314.76145358,3992128.41725053,"Campanula latifolia"
5211314.30582885,4081274.41543751,"Campanula latifolia"
5303659.49556545,3988071.29813134,"Campanula latifolia"
5147972.84988821,4010689.23111837,"Campanula latifolia"
5344673.26021789,3986635.23560041,"Campanula latifolia"
5268606.44273811,4048618.04983371,"Campanula latifolia"
5269955.55537916,4083375.18759566,"Campanula latifolia"
5098810.05135225,4057780.03353606,"Campanula latifolia"
5089400.58391904,4055966.11558169,"Campanula latifolia"
5262924.89325476,4150601.75768536,"Campanula latifolia"
5257561.73747511,4011636.46606469,"Campanula latifolia"
5238513.76802189,4050333.13786506,"Campanula latifolia"
5276562.19713993,4122758.44587203,"Campanula latifolia"
5199190.6889807,4035716.39651519,"Campanula latifolia"
5257120.56567398,4076703.25776386,"Campanula latifolia"
5202525.48806188,4033603.73309926,"Campanula latifolia"
5189551.88321518,4032660.2802376,"Campanula latifolia"
5287432.58925476,4053108.24200298,"Campanula latifolia"
5223959.61425079,4026906.91927055,"Campanula latifolia"
5204476.13084217,4068317.9279534,"Campanula latifolia"
5294096.55957512,4066217.39767675,"Campanula latifolia"
5128921.67489846,4006858.86497243,"Campanula latifolia"
5296020.57242484,4135724.57817923,"Campanula latifolia"
5308054.16237672,4127221.26119269,"Campanula latifolia"
5315196.48656615,4032593.45403602,"Campanula latifolia"
5225772.11561144,4061642.08237459,"Campanula latifolia"
5216379.31550764,4059529.97108345,"Campanula latifolia"
