"decimalLongitude","decimalLatitude","species"
4090970.24145002,2580722.78414507,"Campanula latifolia"
4037121.73935995,2617598.09596498,"Campanula latifolia"
4346904.70341227,2597119.62392354,"Campanula latifolia"
4073632.68307329,2661306.49257754,"Campanula latifolia"
4238169.98472769,2640676.59362967,"Campanula latifolia"
4343044.58397036,2632227.82421324,"Campanula latifolia"
4127308.10409393,2619448.78527533,"Campanula latifolia"
4353210.87985894,2636896.84613,"Campanula latifolia"
4222835.20875061,2631192.97849277,"Campanula latifolia"
4147479.71194098,2623753.06471158,"Campanula latifolia"
4272853.68814128,2629527.1622794,"Campanula latifolia"
4073296.9766155,2651319.13144274,"Campanula latifolia"
4089471.72924411,2685750.58760456,"Campanula latifolia"
4150167.80029933,2553696.84398359,"Campanula latifolia"
4161822.7312551,2603270.30919961,"Campanula latifolia"
4089136.52443735,2675762.39323504,"Campanula latifolia"
4094471.93077084,2685575.31723587,"Campanula latifolia"
4083800.4511937,2665949.74414384,"Campanula latifolia"
4099136.79092577,2675414.32135312,"Campanula latifolia"
4262850.13044445,2629858.5586321,"Campanula latifolia"
4258012.29895867,2635017.27436593,"Campanula latifolia"
4264328.81401998,2674794.67920677,"Campanula latifolia"
4013544.28344986,2589354.53668485,"Campanula latifolia"
4026785.53571598,2607966.00359385,"Campanula latifolia"
4086465.87303171,2595873.00090887,"Campanula latifolia"
4318197.93020175,2638033.25544605,"Campanula latifolia"
4088968.4203406,2670769.05156543,"Campanula latifolia"
4066128.68351682,2586587.4293307,"Campanula latifolia"
4101802.50389899,2605336.17783329,"Campanula latifolia"
4100807.73208289,2575383.45116184,"Campanula latifolia"
4277035.63409602,2604400.57911647,"Campanula latifolia"
4228496.65922899,2650996.48752446,"Campanula latifolia"
4058128.42282216,2646852.58763829,"Campanula latifolia"
4348046.149061,2632065.10559289,"Campanula latifolia"
4095640.64307445,2570565.77214225,"Campanula latifolia"
4253997.23865581,2665141.03516553,"Campanula latifolia"
4273674.2006435,2654490.66529519,"Campanula latifolia"
4094304.03525467,2680581.78639061,"Campanula latifolia"
4176498.14214049,2592775.43720387,"Campanula latifolia"
4288515.05813493,2649002.99587384,"Campanula latifolia"
4532591.60254074,3912578.72393047,"Campanula latifolia"
4570147.20599658,3860587.53767777,"Campanula latifolia"
4576492.42737765,2890388.63475647,"Campanula latifolia"
4204013.88641901,4014045.07779774,"Campanula latifolia"
4594704.57845499,4134617.03783324,"Campanula latifolia"
4337590.99776135,4099184.50239454,"Campanula latifolia"
4382565.57781678,4099007.41936997,"Campanula latifolia"
4745988.92792732,3814744.21044219,"Campanula latifolia"
5325098.14159446,3963945.63279777,"Campanula latifolia"
4106308.34773021,2334965.16818701,"Campanula latifolia"
3567650.62841682,3569492.0889914,"Campanula latifolia"
4185344.58114233,4263009.3594549,"Campanula latifolia"
4334578.80701307,4083728.16697069,"Campanula latifolia"
4363084.21551224,4477672.19073873,"Campanula latifolia"
4692116.97879482,5163651.87529842,"Campanula latifolia"
4333011.59561616,4439333.12624694,"Campanula latifolia"
4203683.45840347,4039514.5072044,"Campanula latifolia"
4689668.31298579,3069250.75010626,"Campanula latifolia"
4198210.36587135,4268803.98330011,"Campanula latifolia"
4620539.30849924,4167435.36536792,"Campanula latifolia"
4759610.6784325,4014126.87198206,"Campanula latifolia"
4800500.72045683,4566758.49788141,"Campanula latifolia"
3380705.47670854,3240593.65617732,"Campanula latifolia"
4385327.13496357,4153390.93367476,"Campanula latifolia"
4410706.27543861,4037933.44193704,"Campanula latifolia"
4521919.74656362,3903614.85145518,"Campanula latifolia"
4540230.13049061,3925845.9579192,"Campanula latifolia"
3589741.51781377,3653123.23191441,"Campanula latifolia"
3566933.81834042,3617247.25513912,"Campanula latifolia"
3993516.97104837,2481757.43979036,"Campanula latifolia"
4988800.81834691,4361459.58513779,"Campanula latifolia"
5241612.92705952,4266984.54029529,"Campanula latifolia"
5274530.65115638,4496609.3134937,"Campanula latifolia"
5240789.49028532,4266476.57639808,"Campanula latifolia"
5174268.74276697,4727931.35702939,"Campanula latifolia"
5213593.98681888,4309873.61982484,"Campanula latifolia"
5126262.211633,4203053.43118644,"Campanula latifolia"
5165955.31702187,4387232.29092855,"Campanula latifolia"
5210271.28218155,4284739.24095335,"Campanula latifolia"
4464497.63615076,5004486.74197958,"Campanula latifolia"
4622243.02934199,4000455.32733434,"Campanula latifolia"
4677449.90262495,4014251.06271719,"Campanula latifolia"
4803099.61701341,4124702.01489474,"Campanula latifolia"
4719734.00495206,4369447.70403977,"Campanula latifolia"
4622318.45251431,3854742.82531135,"Campanula latifolia"
4577479.08529274,3769856.79160944,"Campanula latifolia"
4731967.19166561,4415454.24651122,"Campanula latifolia"
4516046.49199238,3675035.96680619,"Campanula latifolia"
4800026.18017301,4577432.13380183,"Campanula latifolia"
4609106.50091932,3954932.11598236,"Campanula latifolia"
4687119.29812568,4404808.11726766,"Campanula latifolia"
4442543.99578856,4079791.68821854,"Campanula latifolia"
4732506.27218752,4587913.96681381,"Campanula latifolia"
4521242.59491341,3947142.85478251,"Campanula latifolia"
4693436.62783905,3974961.1272417,"Campanula latifolia"
4705812.65895558,4383841.59987734,"Campanula latifolia"
4537195.89981715,3915651.7296373,"Campanula latifolia"
4541463.28243402,3941451.48589717,"Campanula latifolia"
4523749.85273349,3906828.60968772,"Campanula latifolia"
4691862.4263979,4045775.87661109,"Campanula latifolia"
4523476.41964572,4038310.86882725,"Campanula latifolia"
4666512.9884933,4423104.8747356,"Campanula latifolia"
4577732.1272443,3853752.01396702,"Campanula latifolia"
4756947.77742705,4008410.30696347,"Campanula latifolia"
4587728.28530637,3620686.02366269,"Campanula latifolia"
4616707.91317979,3955828.61093599,"Campanula latifolia"
4612454.81428835,3942174.21324913,"Campanula latifolia"
4603992.60341783,4418366.61013744,"Campanula latifolia"
4743591.49991689,4081981.40081226,"Campanula latifolia"
4725057.2757734,3759053.68391244,"Campanula latifolia"
4375502.82212647,4486920.63823275,"Campanula latifolia"
4396549.57084846,4485355.28358582,"Campanula latifolia"
3532427.44412064,3611925.9498931,"Campanula latifolia"
4061608.74311524,4152816.09140579,"Campanula latifolia"
3538889.73216552,3571382.37820671,"Campanula latifolia"
4163324.95922266,4142381.87111864,"Campanula latifolia"
4520696.50573783,2676002.90316379,"Campanula latifolia"
4200335.95531676,4376750.14496544,"Campanula latifolia"
4562987.92477018,2629918.00227471,"Campanula latifolia"
4161376.75493971,4150708.05427748,"Campanula latifolia"
3581402.01165367,3579797.72259874,"Campanula latifolia"
3736785.39298509,2464552.99053531,"Campanula latifolia"
3580550.15179627,3568583.30001094,"Campanula latifolia"
3597062.13095967,3573721.30487817,"Campanula latifolia"
5008011.65035719,2548800.10446621,"Campanula latifolia"
5153758.24283849,4215733.5618095,"Campanula latifolia"
4523807.96954283,3612089.05737509,"Campanula latifolia"
4712267.024135,3083708.75710026,"Campanula latifolia"
4315993.44872355,4212812.74708269,"Campanula latifolia"
4278403.03303885,4385881.3569028,"Campanula latifolia"
4257551.53729901,4394218.96823222,"Campanula latifolia"
4612916.99601965,5056535.18324726,"Campanula latifolia"
4164864.10894433,4149852.1583307,"Campanula latifolia"
3582533.64557308,3615784.07626277,"Campanula latifolia"
4194799.00757119,4390978.440749,"Campanula latifolia"
4373915.63411933,4101056.85356705,"Campanula latifolia"
3582031.33753201,3586523.1348166,"Campanula latifolia"
4532123.45338969,5028025.3265249,"Campanula latifolia"
4300464.14596758,4001088.64206141,"Campanula latifolia"
4355670.6573982,4098480.65208341,"Campanula latifolia"
4329800.88619655,4268305.48528097,"Campanula latifolia"
4473336.53832047,4749132.7856109,"Campanula latifolia"
4321618.33217338,4411313.31235522,"Campanula latifolia"
4332220.83357194,4468870.66299014,"Campanula latifolia"
4366864.31685257,4151814.57469294,"Campanula latifolia"
4796770.20739951,4029375.59040074,"Campanula latifolia"
4617901.72638584,3850843.0502134,"Campanula latifolia"
4615828.42064271,3765183.2737947,"Campanula latifolia"
4770241.39533728,4166206.19017404,"Campanula latifolia"
4643239.00422186,4200031.67571804,"Campanula latifolia"
4620833.48582052,3999508.49878123,"Campanula latifolia"
4661400.16539019,4016561.28605621,"Campanula latifolia"
4694484.73128751,3994839.434278,"Campanula latifolia"
4496957.38624512,3655996.05085624,"Campanula latifolia"
4652305.12394395,4091134.05315058,"Campanula latifolia"
4595799.71218434,3926458.47021626,"Campanula latifolia"
4338977.55871614,4243544.77964533,"Campanula latifolia"
4361709.7378705,4114374.01841648,"Campanula latifolia"
4383579.97084418,4174494.04970733,"Campanula latifolia"
4315836.46921774,4030184.21250376,"Campanula latifolia"
4343305.33676494,4220049.28292588,"Campanula latifolia"
4385100.18110234,4101410.50411687,"Campanula latifolia"
4356851.47435294,4188066.86932625,"Campanula latifolia"
4417419.15586353,4026661.81195455,"Campanula latifolia"
4254478.50695698,4009013.6265365,"Campanula latifolia"
4336842.15040229,2706287.91695136,"Campanula latifolia"
4342919.41222029,2695198.37051843,"Campanula latifolia"
4530066.15322502,2904850.1322706,"Campanula latifolia"
4460688.91231868,2763590.72811048,"Campanula latifolia"
4481104.08656888,3674022.06813466,"Campanula latifolia"
4620526.79479412,4012235.10244942,"Campanula latifolia"
4628041.31577012,4007844.95155256,"Campanula latifolia"
4610998.93291812,3907860.94896327,"Campanula latifolia"
4634760.74270861,3965638.62658786,"Campanula latifolia"
4606027.83079781,3904305.37918293,"Campanula latifolia"
4523733.64341436,3627423.43546723,"Campanula latifolia"
4636239.65873512,3706080.59614751,"Campanula latifolia"
4648535.42967027,3936110.41971698,"Campanula latifolia"
4461270.90418901,4001997.32006605,"Campanula latifolia"
4618148.69030577,3977556.13220766,"Campanula latifolia"
4730615.79148617,3977326.3862773,"Campanula latifolia"
4521486.98551606,3841609.5255606,"Campanula latifolia"
4478118.82114904,4149510.09560878,"Campanula latifolia"
4706516.46045166,4203277.48331932,"Campanula latifolia"
4503995.36083952,3703612.43697502,"Campanula latifolia"
4669227.84419508,4079402.50569979,"Campanula latifolia"
4679916.8360617,3967394.92765855,"Campanula latifolia"
4638396.56419512,3816159.54522819,"Campanula latifolia"
4627369.47792529,3880538.71769514,"Campanula latifolia"
4540333.21306335,3700076.62316556,"Campanula latifolia"
4604867.48377784,4345997.04760246,"Campanula latifolia"
4580070.30450593,4362266.67988569,"Campanula latifolia"
4332957.27704634,3665257.97784866,"Campanula latifolia"
4448372.15978812,2810784.85953079,"Campanula latifolia"
4301940.05360417,2700191.80890384,"Campanula latifolia"
3547016.5042578,2229254.09361862,"Campanula latifolia"
4517432.92683101,5028813.89346332,"Campanula latifolia"
3737122.57680447,2910415.41183964,"Campanula latifolia"
5041270.06172016,4343668.32212464,"Campanula latifolia"
3574157.52792831,2222676.50595465,"Campanula latifolia"
4234530.76320252,3078629.65672884,"Campanula latifolia"
3447067.58455816,3295176.69847135,"Campanula latifolia"
4331456.97942433,3381570.71587471,"Campanula latifolia"
4038679.7077799,2456569.77759938,"Campanula latifolia"
3410385.869758,3239854.29477544,"Campanula latifolia"
4131489.61953709,3133372.1765696,"Campanula latifolia"
4001833.88700751,2560896.60273086,"Campanula latifolia"
4433114.6256472,3891351.13892357,"Campanula latifolia"
4758806.25603211,3066160.59825252,"Campanula latifolia"
4939214.55886197,2962991.50627413,"Campanula latifolia"
4055231.19098554,3248834.79134984,"Campanula latifolia"
4039440.79389358,2625016.4524631,"Campanula latifolia"
4419727.88342825,2785616.53321908,"Campanula latifolia"
3685015.58938422,2969587.84589703,"Campanula latifolia"
4025377.27372017,2508898.88357007,"Campanula latifolia"
4098390.63896578,2613277.79450673,"Campanula latifolia"
4319902.60334691,3477148.38544069,"Campanula latifolia"
5323674.80298041,4018751.02703602,"Campanula latifolia"
4080015.13167327,2366812.92647179,"Campanula latifolia"
3969394.70493699,2407147.17666738,"Campanula latifolia"
3607784.71226952,2697318.89357333,"Campanula latifolia"
4345011.87714864,2711995.76476546,"Campanula latifolia"
3958001.40363542,3105722.89433403,"Campanula latifolia"
3956530.65919335,3266494.52346819,"Campanula latifolia"
3465864.69012881,3418802.99712841,"Campanula latifolia"
3517303.25454009,2491332.35535565,"Campanula latifolia"
4052145.83691354,3290419.15084932,"Campanula latifolia"
4197520.28042388,2696441.69837426,"Campanula latifolia"
4100266.86640152,3151734.32163944,"Campanula latifolia"
3644285.24240677,2411572.0130637,"Campanula latifolia"
5473360.64139738,2673192.61453781,"Campanula latifolia"
4348352.22089844,2883176.4697457,"Campanula latifolia"
4063568.35463494,2283807.10930896,"Campanula latifolia"
4238539.21461373,2788404.21355433,"Campanula latifolia"
3663050.90103926,2960395.65306459,"Campanula latifolia"
3894587.2674514,2366974.42866524,"Campanula latifolia"
3906451.95159742,2348987.86315336,"Campanula latifolia"
4235878.86489095,2642405.92744435,"Campanula latifolia"
3873198.54149488,2940554.62214856,"Campanula latifolia"
3472004.95998085,3905122.79051317,"Campanula latifolia"
4434650.34086475,2522939.95434857,"Campanula latifolia"
4309421.43274357,3517441.32456037,"Campanula latifolia"
4382879.85802821,3424512.56186247,"Campanula latifolia"
4024920.57818564,2252088.99349344,"Campanula latifolia"
3656814.01244513,2377160.27379922,"Campanula latifolia"
4165350.1320491,4322985.52637427,"Campanula latifolia"
4129390.04472029,3044430.10094319,"Campanula latifolia"
4399830.92075203,4023862.65255425,"Campanula latifolia"
4217620.79515279,4039268.92990666,"Campanula latifolia"
4107911.42854707,4182029.2911879,"Campanula latifolia"
4391664.69573257,4061273.04199564,"Campanula latifolia"
4166559.68568376,4243601.5813922,"Campanula latifolia"
4355145.37142603,4037823.02598343,"Campanula latifolia"
4331298.45488439,4110404.29747091,"Campanula latifolia"
4360563.61284086,4050347.11018385,"Campanula latifolia"
4397085.14347645,4038417.86127118,"Campanula latifolia"
4145321.97245216,4199348.90591906,"Campanula latifolia"
4518309.80084956,4890847.41411623,"Campanula latifolia"
4254794.18330809,3943867.28876109,"Campanula latifolia"
4113585.35693337,4154116.22066274,"Campanula latifolia"
4467293.00874994,4762942.4604883,"Campanula latifolia"
4107763.04088259,4138128.74542989,"Campanula latifolia"
4333851.967676,4079692.29075918,"Campanula latifolia"
4223976.22266214,4430431.48037614,"Campanula latifolia"
4330368.30553532,4115005.61043008,"Campanula latifolia"
4654326.2148879,4292414.37650673,"Campanula latifolia"
4132440.46451659,3923202.75069253,"Campanula latifolia"
4691777.39058299,4260158.71695067,"Campanula latifolia"
4684468.01343617,4251659.66562655,"Campanula latifolia"
4681155.79199276,4276902.26108288,"Campanula latifolia"
4683307.41450371,4252265.286985,"Campanula latifolia"
4703006.20163009,4265272.49125478,"Campanula latifolia"
4424523.82033199,3848382.21806549,"Campanula latifolia"
4500612.78268641,3654293.22642432,"Campanula latifolia"
4699946.98317358,4263423.53151789,"Campanula latifolia"
4700138.28000785,4263539.92651618,"Campanula latifolia"
4696471.98453757,4268644.12182341,"Campanula latifolia"
4583293.8001453,3954610.10528603,"Campanula latifolia"
4718008.6867082,3725996.65937822,"Campanula latifolia"
4575853.10579258,3950696.30962317,"Campanula latifolia"
4407649.17241907,4638400.38206615,"Campanula latifolia"
4331688.14168227,4256403.3677118,"Campanula latifolia"
4308288.21914117,4452905.4061728,"Campanula latifolia"
4379625.05373469,4121588.12917854,"Campanula latifolia"
4193812.66681209,3956282.97505982,"Campanula latifolia"
4382830.95389052,4113351.55829733,"Campanula latifolia"
4423768.7615685,4635469.73101835,"Campanula latifolia"
4434149.32329113,4682451.10046991,"Campanula latifolia"
4697662.05018888,4249230.33570841,"Campanula latifolia"
4661834.03690309,4305534.23627337,"Campanula latifolia"
4670864.93150509,4272561.1197464,"Campanula latifolia"
4020937.87104986,2406045.99086545,"Campanula latifolia"
4010070.202732,2397012.78606984,"Campanula latifolia"
4034471.5449867,2444928.01305077,"Campanula latifolia"
4010956.65028403,2406959.62065416,"Campanula latifolia"
3970058.42850438,2419050.32479677,"Campanula latifolia"
3990891.0560917,2472995.36348965,"Campanula latifolia"
4006224.03734284,2510071.84355805,"Campanula latifolia"
4010946.22857118,2439167.29844373,"Campanula latifolia"
4001142.46452595,2465412.60959091,"Campanula latifolia"
4006159.51322255,2578005.70389824,"Campanula latifolia"
4014120.24417086,2590363.48042407,"Campanula latifolia"
3986377.01518637,2477759.71075864,"Campanula latifolia"
4075113.55576043,2561644.87933353,"Campanula latifolia"
4030728.12142698,2515512.36478493,"Campanula latifolia"
3979442.15542001,2412115.19995718,"Campanula latifolia"
4015450.92027592,2508402.00114679,"Campanula latifolia"
3984443.29646651,2410568.66017022,"Campanula latifolia"
4015809.56166731,2505000.61087122,"Campanula latifolia"
4067818.47990451,2592431.70332663,"Campanula latifolia"
4020748.36752255,2516428.15582178,"Campanula latifolia"
4053367.16123435,2543553.62808308,"Campanula latifolia"
4017034.09733074,2587047.13507274,"Campanula latifolia"
3968772.99108273,2454501.4983326,"Campanula latifolia"
3990995.40716593,2408789.90393146,"Campanula latifolia"
4041600.12053359,2524554.53923611,"Campanula latifolia"
3965499.82461763,2461291.82916635,"Campanula latifolia"
3997220.12714912,2478442.96346805,"Campanula latifolia"
4019855.15419017,2506472.5360372,"Campanula latifolia"
4002751.97031348,2427770.28767018,"Campanula latifolia"
3972931.41593587,2415741.88026082,"Campanula latifolia"
4054260.8332998,2553511.02049812,"Campanula latifolia"
4077796.71092093,2591520.44292693,"Campanula latifolia"
4028051.60454521,2485648.93377506,"Campanula latifolia"
4073326.30091888,2541730.26400863,"Campanula latifolia"
4066923.42290614,2582472.58049887,"Campanula latifolia"
4065133.78349034,2562555.99911964,"Campanula latifolia"
4056049.71112248,2573427.45390152,"Campanula latifolia"
4000901.83022269,2467550.85130933,"Campanula latifolia"
3975331.70643754,2570806.45978252,"Campanula latifolia"
3943762.2253174,2443230.30839969,"Campanula latifolia"
3522644.75269679,2237971.27173548,"Campanula latifolia"
4683812.31761155,4341933.44327436,"Campanula latifolia"
4665744.39870885,4326357.32321834,"Campanula latifolia"
5213028.03005719,4584510.50607354,"Campanula latifolia"
5233802.75673401,4560792.00534826,"Campanula latifolia"
5099990.84838389,4488325.8365517,"Campanula latifolia"
4641100.08899728,4258964.91220779,"Campanula latifolia"
4128020.203663,4154667.93216876,"Campanula latifolia"
4145348.21558637,4313602.75937259,"Campanula latifolia"
4133648.69496468,4156324.29079904,"Campanula latifolia"
4151668.10220486,4312180.59291025,"Campanula latifolia"
4100731.5006998,4103133.84721224,"Campanula latifolia"
4100832.54733051,4119725.57206647,"Campanula latifolia"
4222754.07742227,4444574.63515171,"Campanula latifolia"
4770179.3238528,4714119.0328915,"Campanula latifolia"
4395545.06778912,4220917.7666405,"Campanula latifolia"
4432021.31138321,4547797.31769679,"Campanula latifolia"
4113177.2424502,4116608.77603971,"Campanula latifolia"
4437615.29927504,4683998.802537,"Campanula latifolia"
4437899.26249064,4690596.14991916,"Campanula latifolia"
4331843.14972915,4441741.12492098,"Campanula latifolia"
4450568.85793648,4746327.90376233,"Campanula latifolia"
4439957.84673357,4682481.07681749,"Campanula latifolia"
4447731.23278555,4697809.55590036,"Campanula latifolia"
4446414.37139028,4700400.76654771,"Campanula latifolia"
4589624.16185624,3609854.41327723,"Campanula latifolia"
4560912.19307039,3626864.33630562,"Campanula latifolia"
4568604.40559622,3633310.39664241,"Campanula latifolia"
4577057.48012207,3699952.40322548,"Campanula latifolia"
4531055.37510498,3655097.50702105,"Campanula latifolia"
4567183.64791716,3641918.94258694,"Campanula latifolia"
4588153.0773909,3685252.84187761,"Campanula latifolia"
4603784.657022,3679831.18899737,"Campanula latifolia"
4602129.28426134,3680179.30250716,"Campanula latifolia"
4570383.17597288,3703249.4036162,"Campanula latifolia"
4546300.64237598,3627572.51315464,"Campanula latifolia"
4540759.90321252,3642258.33807185,"Campanula latifolia"
4524578.30831434,3644939.09668553,"Campanula latifolia"
4584362.65020181,3641720.16095705,"Campanula latifolia"
4537969.028602,3643232.75851877,"Campanula latifolia"
4542219.52866359,3607244.10042858,"Campanula latifolia"
4504353.35367395,3668336.04683599,"Campanula latifolia"
4553143.30983224,3653804.12504515,"Campanula latifolia"
4555692.40671067,3645288.58775192,"Campanula latifolia"
4568727.6223294,3622188.48914456,"Campanula latifolia"
4573006.08938467,3649115.3920714,"Campanula latifolia"
4539038.66518511,3653247.57892208,"Campanula latifolia"
4578712.12471169,3622804.99608002,"Campanula latifolia"
4583306.18082247,3625487.1000049,"Campanula latifolia"
4560145.79012339,3658891.54245174,"Campanula latifolia"
4543368.37694985,3620613.5592704,"Campanula latifolia"
4540991.65103489,3646689.79174284,"Campanula latifolia"
4542892.63161268,3699485.23327438,"Campanula latifolia"
4582327.01687173,3627822.93472478,"Campanula latifolia"
4519129.78857611,3644089.98150236,"Campanula latifolia"
4549954.72399964,3648416.3315595,"Campanula latifolia"
4562932.23533423,3671080.28678585,"Campanula latifolia"
4536632.57850204,3631592.32162062,"Campanula latifolia"
4555520.94264714,3640963.42230435,"Campanula latifolia"
4559050.75229708,3621496.58985969,"Campanula latifolia"
4633408.09581977,3914535.08661958,"Campanula latifolia"
4577141.42562422,3695682.17404757,"Campanula latifolia"
4560054.8753802,3653970.62731725,"Campanula latifolia"
4586510.2463112,3614716.40593358,"Campanula latifolia"
4551176.05726652,3638902.85980863,"Campanula latifolia"
4568345.38561412,3654448.68142735,"Campanula latifolia"
4529105.27279877,3601494.33657032,"Campanula latifolia"
4578536.68262058,3617675.80511536,"Campanula latifolia"
4359385.04692016,4059178.52558846,"Campanula latifolia"
4502865.0901393,4875716.9326277,"Campanula latifolia"
4131459.44581439,4177883.14193159,"Campanula latifolia"
4868034.29367336,4629370.45738309,"Campanula latifolia"
4329277.9313628,4521005.65891818,"Campanula latifolia"
5302468.74720532,4005022.25906443,"Campanula latifolia"
5299054.67306654,3969738.08241692,"Campanula latifolia"
4115998.39836035,2790966.09026816,"Campanula latifolia"
3685044.47341252,2201503.38568838,"Campanula latifolia"
4101827.03732303,2775628.88542117,"Campanula latifolia"
4120374.23404533,2740891.63246645,"Campanula latifolia"
4098707.43869879,2752737.87047948,"Campanula latifolia"
4096296.87468529,2761753.72194051,"Campanula latifolia"
4104300.36645526,2778626.60368011,"Campanula latifolia"
4093546.88473956,2760494.79352475,"Campanula latifolia"
4108499.61998901,2768929.48700659,"Campanula latifolia"
4117413.6750397,2709560.12891356,"Campanula latifolia"
4099231.47906613,2760170.18297545,"Campanula latifolia"
4108098.03963971,2758621.23967994,"Campanula latifolia"
4092003.36347128,2751470.77646671,"Campanula latifolia"
3740005.40748837,2467411.34878192,"Campanula latifolia"
4036213.42972879,2638007.35932524,"Campanula latifolia"
4485198.44366375,4849892.3461274,"Campanula latifolia"
4319355.0929381,4194631.5826554,"Campanula latifolia"
4362470.71587952,4479533.48608738,"Campanula latifolia"
4322984.15967505,3990607.34221857,"Campanula latifolia"
4321511.41820289,4194785.32756078,"Campanula latifolia"
4324908.37985232,4194809.15552745,"Campanula latifolia"
4117168.57480089,4324568.0464087,"Campanula latifolia"
4297837.37990522,4444173.90198286,"Campanula latifolia"
4276198.52485095,4209400.38974177,"Campanula latifolia"
4376459.53360324,4426972.67496265,"Campanula latifolia"
4216316.0982838,4400677.9473444,"Campanula latifolia"
4338163.13463426,4228312.43506336,"Campanula latifolia"
4562213.65732062,4945749.83613119,"Campanula latifolia"
4255529.27980333,4403686.04831631,"Campanula latifolia"
4313028.58900395,4503834.98524715,"Campanula latifolia"
4311026.83137663,4421043.86658412,"Campanula latifolia"
4178831.57063099,4247490.88029053,"Campanula latifolia"
4344357.48125764,4462042.43807434,"Campanula latifolia"
4325009.49294247,4473802.24573457,"Campanula latifolia"
4335618.94575184,4450533.11034588,"Campanula latifolia"
4317201.18467234,4488852.28990392,"Campanula latifolia"
4528636.97327212,4934179.16553331,"Campanula latifolia"
4211070.7640387,4385805.98222467,"Campanula latifolia"
4437077.75145546,4725396.80870257,"Campanula latifolia"
4563876.62468335,4975683.79127247,"Campanula latifolia"
4232916.08425072,4435311.95879532,"Campanula latifolia"
4392241.24499916,4526435.59117301,"Campanula latifolia"
4500838.14986935,4889390.25072289,"Campanula latifolia"
4445545.23868999,4745951.27128568,"Campanula latifolia"
4369318.19964649,4482835.07111998,"Campanula latifolia"
4434707.57988712,4755094.19031082,"Campanula latifolia"
4334866.12606932,4466472.28466091,"Campanula latifolia"
4370323.58684535,4482818.30630029,"Campanula latifolia"
4518039.6406161,4921328.7244945,"Campanula latifolia"
4260533.39394565,4405847.02471569,"Campanula latifolia"
4416790.30870212,4599304.26834846,"Campanula latifolia"
4326211.4793352,4491490.56928697,"Campanula latifolia"
4561007.25751901,4898930.91991318,"Campanula latifolia"
4144349.91744532,4152174.66951321,"Campanula latifolia"
4430591.43690559,4526540.17410307,"Campanula latifolia"
4255429.36373322,4395170.96744505,"Campanula latifolia"
4208724.48246527,4368694.49259003,"Campanula latifolia"
4445423.83720532,4671230.45286619,"Campanula latifolia"
4402094.84793388,4519092.83094031,"Campanula latifolia"
4435094.92453171,4612842.09076771,"Campanula latifolia"
4209081.71819977,4373629.95284716,"Campanula latifolia"
4303738.30937924,4274696.35408717,"Campanula latifolia"
4218622.27398744,4358603.53130184,"Campanula latifolia"
4162458.30172429,4295537.86761719,"Campanula latifolia"
4317732.02287966,4270498.63380805,"Campanula latifolia"
4350839.19875162,4521946.06507042,"Campanula latifolia"
4429683.76244057,4754715.21392246,"Campanula latifolia"
4257680.80689469,4411074.60149693,"Campanula latifolia"
4213641.75120087,4423617.13840638,"Campanula latifolia"
4388134.55568573,4272578.85937229,"Campanula latifolia"
4443651.36990582,4668108.22201897,"Campanula latifolia"
4375849.42675379,4455121.27696889,"Campanula latifolia"
4256963.25895084,4430004.82006641,"Campanula latifolia"
4250635.04642258,4415943.5270574,"Campanula latifolia"
4447122.87652019,4726151.0916405,"Campanula latifolia"
4197268.92794558,4403909.93658485,"Campanula latifolia"
4311985.17732849,4418041.97981156,"Campanula latifolia"
4524138.79083214,3602088.78068864,"Campanula latifolia"
4552621.7254745,3645638.77870477,"Campanula latifolia"
4758663.45510363,4105800.52351551,"Campanula latifolia"
4345905.83752181,4071989.6463322,"Campanula latifolia"
4647747.91375336,4012467.42029436,"Campanula latifolia"
4605967.82044931,4031860.28751375,"Campanula latifolia"
4653186.89901396,4017020.2418641,"Campanula latifolia"
4598390.44047772,4007804.29185206,"Campanula latifolia"
4613934.95989398,4023413.10271225,"Campanula latifolia"
4607358.22429301,4037894.95063066,"Campanula latifolia"
4617642.71676797,4024720.65265115,"Campanula latifolia"
4626410.26154371,4018630.41957964,"Campanula latifolia"
4632784.22668775,4018153.02237986,"Campanula latifolia"
4629146.37634326,4013640.36607845,"Campanula latifolia"
4610872.77009058,4006430.7683757,"Campanula latifolia"
4652751.87716333,4039536.49256221,"Campanula latifolia"
4619804.94612788,4021792.60901549,"Campanula latifolia"
4602375.49092617,4024561.57121718,"Campanula latifolia"
4612330.77835343,4005850.05915493,"Campanula latifolia"
4606252.63344173,4018070.83272818,"Campanula latifolia"
4593739.33005152,4024448.78770524,"Campanula latifolia"
4626301.60612746,4029240.05795257,"Campanula latifolia"
4620266.95944425,4002395.51642627,"Campanula latifolia"
4603477.75827034,4011612.95506964,"Campanula latifolia"
4619186.1261787,4042977.99463867,"Campanula latifolia"
4606735.59656374,3975031.27563543,"Campanula latifolia"
4610211.79963398,4004773.81422284,"Campanula latifolia"
4619880.76587653,4034921.29070493,"Campanula latifolia"
4632755.78223861,4037182.95333189,"Campanula latifolia"
4606256.45219326,4029691.09890588,"Campanula latifolia"
4622816.5007575,4018334.00589115,"Campanula latifolia"
4622431.59921882,4005279.36736506,"Campanula latifolia"
4611861.241191,4043976.34925499,"Campanula latifolia"
4596980.74759435,4016001.68431635,"Campanula latifolia"
4610991.44932754,3966360.63565619,"Campanula latifolia"
